,,,,,Data Analytics,-Indian Stock Market Top 2000,,,,,,,,
Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,Return on Equity,Return on Assets,Net Proﬁt Margin,5Y Avg EBITDA Margin,EBITDA Margin,1Y Return vs Nifty,5Y CAGR,Debt to Equity,Long Term Debt to Equity
15.97773705,11.85311225,11.92097306,-15.8429004005043,13.9762923,13.07541725,1316.316797,2.200372504,0.942418245,101.3332546,8.341246844,8.341246844,67.51987384,0.942102174
,-5.00984470034733,-15.8419168870552,-1.39089231370243,,,972.4846135,1.164285611,1.751313485,-1115.42728571943,11.6717185,11.0809044,72.19857139,0.000588383
,,,,,,22,,,,,,,
0.336648814,,,,,,2441.025408,0.72520303,,101.940446,0.017282492,0,65.56753543,5.687148232
7.854001257,52.03197851,107.307535,,46.14688111,,1570.121734,4.129291224,,-15.399996934651,0.183142589,0.144086338,72.53899032,0.08830807
4.195762845,25.12539631,64.00216752,,67.44427632,,10986.29364,0.858773477,15.92356688,-90.5645070599563,0,0,74.06990375,0.60119282
14.38574157,2.973416965,24.71624889,,,,1013.954434,2.392824071,0.686643557,-58.4921167359254,11.20851745,11.12288721,58.65037752,2.533554265
12.23236223,21.86157186,23.10741393,-12.0707978684649,33.44122186,,1264.249,3.850084433,1.080847384,-39.4321381703302,0,0,61.36160248,0
,-2.56873907632608,-14.0515691844663,3.316535033,,,1796.728592,-4.8167318059476,,-120.551698326135,0.129395975,0,73.59072165,1.63263E-05
0.27208297,-0.812990723197249,-28.6050715755984,,-43.5535098328591,,9421.11592,0.519705553,,63.02710778,1.696348232,1.540653705,64.99468042,0.856661181
2.06522045,,,,,,807.6513944,7.034862855,,183.5015648,0,0,29.95275455,24.87233692
69.90049751,7.649886621,7.784739184,5.900460055,8.633665316,,982.8607536,3.466533702,1.114206128,101.8911651,18.32829882,15.61604899,50.37079426,6.035839393
8.910107713,5.822889967,15.8581904,29.26102461,106.7387875,,1425.68,2.452004042,0.091575092,-9.53546298828581,0,0,51.785389,0.0571
46.66507291,9.429588788,1.295316284,15.27403704,-3.5515356549175,13.45606838,999.452119,2.863985409,,200.1140104,0.69195179,0,68.342925,5.305277457
142.2473404,2.743452486,8.173574778,4.931688077,13.5314703,,617.7396347,1.444276883,2.366325997,-73.8265665831287,4.31357E-05,0,72.92211115,1.567117437
90.8775122,-3.47449158949842,24.15403274,,31.87041141,,1043.715324,2.664657852,43.60774303,-79.7320125794435,3.068352821,0.000779835,51.00144278,0.725753687
,-16.9609939020514,,,,,1298.567023,2.405683079,,98.74276911,10.12196976,9.265085652,67.58691893,0.029322083
90.89083296,-18.1039930845304,36.44029857,,15.09398951,,980.9543338,0.328744468,,-84.6110084977779,0.438315362,0.004537052,74.13030096,1.096506528
,3.583426846,-10.9485110007418,-7.34104460106554,,,3798.096936,0.6744346,1.932678306,-167.88396491401,21.13148997,12.24744476,35.31958977,0.992025788
,80.95953443,,,,,1129.386107,20.25493212,,-402.303142568699,0,0,55.56911131,0
,-23.6619205703785,,,,,-302.53050752,0.347506421,0.868055556,-143.168505048559,0.121496913,0,45.63052425,5.121948642
39.91349029,5.207178642,26.03672721,12.29948006,92.36726121,,1233.614677,2.049212507,2.675059009,-68.3548342945597,0.016548001,0.011991305,64.04340521,0.277701836
,-11.2317305187189,,-4.67573271664236,,,1535.76691,1.798242899,,-111.033428936828,0.003237911,0,73.05937166,0.636090071
13.67138854,-2.42623962182382,1.845806341,,2.535845769,,1055.699358,2.782679337,,-31.9954531152609,2.205771843,0.000194294,89.24711262,0.02519271
27.91041623,7.726512829,6.947828815,2.983516573,6.503813069,,889.8558234,2.329207112,1.292128782,102.1913756,2.309580511,2.309580511,66.38986122,0.007934956
4.267763192,-1.29713839097425,23.90111905,,9.766777143,,1150.77258,3.982712059,,137.6308816,0,0,51.45108128,7.17771525
,-2.51833575115615,35.96664186,-2.80118657563684,,,2346.459948,2.34701138,,-162.149791936775,4.955251749,0,48.06195766,0.000527491
5.175905337,2.789789633,9.975204344,,29.38455252,,1248.558459,1.076695217,0.269934676,-33.1084674711671,10.84811981,0.839361168,33.45021552,0.370127894
31.74319609,4.871021103,3.524774826,18.01611895,4.815399536,,937.5802563,1.262581336,1.367521368,100.7604205,0.018620318,0.015660251,67.88437981,0.339036042
,-47.229849699632,,,,,1002.372732,9.669037422,,-139.363139956277,0.440950718,0.014141774,60.0004032,0.516729412
9.387382421,9.429236178,41.56441913,27.98868867,,9.5768612,1378.545027,1.530138111,0.383959773,-60.7202973464981,2.598371665,2.597400661,25.00132558,6.600343059
34.36345001,2.77092488,15.57860494,26.9476311,34.75494105,8.048974362,1040.192977,1.661333148,2.385020835,-61.3583134275698,0.032098926,0.006203362,48.36364339,5.383378184
50.88517135,11.07546655,30.58424722,12.51033925,49.45725297,,1044.796147,2.301105065,1.469661978,-31.9095947643142,0,0,71.28510835,0.060021749
1.461562797,1.276655876,-2.64043318878819,5.240400587,-20.7295865009741,,1146.83707,4.132616238,,409.8205434,0.008347443,0.008347443,64.72264926,0.003951123
30.65833734,0.493787013,1.199907139,-5.9719863351949,3.429966187,,987.32,7.241874738,0.577845407,35.55683431,6.67855,6.58605,75,0.0391
1.633001512,-4.40424196834239,-12.9266432575175,-1.14430872809062,-28.8251381648257,,1951.470523,1.307768742,,104.1061267,0.145098846,0.009999642,53.16275316,3.147195332
28.04420951,6.195191403,18.59108792,,22.86530446,,1022.081147,5.512453473,,-3.61523685937095,0,0,44.01461276,0
,-33.725209440166,,,,,2700.307316,1.330096381,,-183.496523942243,0,0,38.15939534,0.535127115
13.38188547,-1.54757913879375,4.081455836,23.26004232,9.950317184,,907.7945897,2.029979527,,-69.516907540159,0.034117409,0.031803281,50.71526379,3.197600978
,-11.7355119978274,,-22.3296749250604,,-15.3049986631478,797.0576682,1.284069589,0.462748727,49.93139323,5.394767384,4.248639329,71.15188739,5.74475175
19.93684211,0.211554216,0.017691549,20.12530409,3.347330805,,933.4342982,1.704306144,3.02053967,101.2840346,0.63380086,0,73.16984455,2.698327576
,-57.0032522650455,-52.6930934764856,,,,9563.390408,-0.0657310404422761,,-111.220409426453,26.07964833,0,24.98999999,0.178387032
113.0460922,20.67749662,53.88270261,69.55833944,74.48885204,19.08670612,906.5497114,2.890044139,,-25.6175391657577,0.681417481,0.681417481,74.46693417,0.019240691
0.487149336,3.375495374,-0.420182934815494,,10.89286975,,1034.78875,5.930921053,,877.4334585,0.006281339,0,31.97155397,0.072309343
7.134853797,11.7692649,24.53006166,-4.74096068943348,,,1220.14478,5.565817077,,-43.5239659663948,0.009735712,0.007965583,74.98974653,13.80865066
13.21943388,3.386331862,18.38544477,29.74231903,,,1242.211605,1.910558521,,172.0629285,0.944869525,7.22704E-05,8.522891851,7.737623417
1.501501502,75.21993611,96.004209,,103.6885097,,1048.20991,10.16124422,0.007531659,2511.394668,0.102911311,0.102911311,60.34993267,4.105766379
1.753867376,208.1889578,50.55506347,,32.77088248,,1077.344327,18.93405026,0.124316261,1366.903364,0,0,67.17823065,0
2.331962045,12.70216916,92.67883382,,,89.93314552,1244.347301,1.040958895,0.664672649,-76.0872879033941,11.61426703,8.674816877,68.57625657,1.184881698
44.72899055,1.134355201,20.23255933,35.11165858,59.26380117,,887.7026043,3.251567759,3.517566735,-23.0819805913782,0.00371693,0,56.18558396,0.462193678
12.04509935,3.981641528,7.57905551,10.53780004,8.651011941,12.45598348,1156.624569,1.830131663,0.572300649,101.9349084,15.01393787,15.01393787,61.68559819,0.97522633
54.40271211,38.11104678,47.11045413,,8.820918715,,1007.084023,0.967140456,0.248921341,-37.2757106691604,0.020076236,0.009554425,71.42150798,0.151855646
138.1241858,-21.4476116547518,26.06748867,,178.5122406,,1040.002919,38.11189806,,148.649509,5.003069719,0.000058629,92.82930733,0.176336598
81.52119701,32.13530294,21.36923875,,38.03783429,,1009.002877,5.142068225,0.428003669,194.0969599,0,0,74.64594368,0.777560066
0.351425225,-19.9420400513534,-23.9794413428215,,-56.5033685069961,,1109.589952,12.8524584,,252.4409015,0.024425519,0,74.99998473,0
46.00874166,6.846779053,24.24963037,12.17285086,28.04289614,,955.3474966,4.592642627,1.197903669,-32.4073765411502,0.012044248,0,72.06728454,0.199733781
4.088823402,19.14642264,38.17104473,,12.84837805,,1885.346934,1.837535562,,-20.3082111371237,4.422000015,4.422000015,74.97355082,0.495875555
30.70828331,19.16908505,23.1151436,34.90159007,31.76587021,,992.316275,15.48959853,,108.6018506,0.000551859,0.000551859,75,0
56.043404,7.128902214,14.91831971,15.97573843,15.3283291,16.21980971,929.14,2.12000347,1.493651979,-28.0676394394902,0.134136986,0,44.52801712,0.584359589
3.698982759,18.15245471,17.69025557,2.035854385,18.95288558,,928.39413,2.829383357,,-50.4242197683157,0,0,69.81508473,0.311280185
90.15304649,18.79185575,,,,,583.0144407,1.750174451,,-59.820913950613,0.362808364,0.000269291,75,0.153669919
12.87278658,7.708112696,21.31893712,13.46893601,45.92198893,,1107.389014,2.109865716,0.626908119,-9.98921268533073,1.051465179,1.01780433,60.86550226,0.387844076
50.79600148,16.44636981,32.51058664,12.7031264,76.32408799,,976.88,10.4095064,0.237091675,-41.2355352245085,0.001960784,0.001568627,74.99970588,0.058823529
27.91470945,1.700507436,11.97841124,23.38154197,14.62258409,,713.1228,0.668557517,1.29474979,101.5067135,2.492331731,0,30.71448718,7.511546474
22.91136171,27.87446259,38.22222939,29.63448907,130.4205108,,1016.273235,2.813872859,1.534183527,-78.8754490830998,0.077012404,0.059847153,54.66381243,1.466271559
8.364549634,15.31077465,9.12777763,6.548849595,18.31629719,,920.5861656,3.031312025,1.20716761,-59.3906166840891,0.00043239,0,59.6680037,0.583657042
22.35362279,86.20433999,72.6317727,66.69425495,-9.70686791125535,,708.7745198,1.075323159,3.763643207,-75.6800362698029,11.05376262,10.60673689,72.43416301,0.036224332
2.743938811,2.413189076,-1.57967629151495,11.22535179,-20.9682522985745,14.43332884,1318.692252,1.030321128,0.438879666,4.741612994,8.015118839,0,40.74557518,11.45224607
62.16935126,8.888832917,24.17850079,6.502123464,27.89012808,,694.1180523,1.611908961,2.361832782,-69.0257131139788,0.032149079,0.009225146,34.54219945,8.998682182
1.708732727,-17.2654387547515,-11.4927843161179,48.2627094,-33.5473336194181,,3180.140967,0.222928522,,101.269133,1.493683671,0,54.53329854,0.799642425
,-3.17768822810889,-22.4845563610421,-15.9774497847718,,,1074.298,4.265288923,,-178.300144333093,2.253570029,0,39.92253561,0.561612107
129.3903609,-8.10302418816177,,-16.8692695729771,,,398.3370696,0.802895952,,-93.7340716758982,11.73634308,0,0,0.507506165
44.32396443,-3.1785953626422,,11.49345918,,,1069.169589,10.58168383,,-58.2087439774371,0.003190029,0.003165505,53.54886,0.004478681
6.179232108,11.57290948,36.16706969,,,,1253.946726,4.009146809,,-45.2453549022244,0.266617227,0,59.28420368,0.29543776
10.78905812,-1.20950789591519,-0.496521223598301,22.33787209,2.809443372,,1057.342875,0.881495425,0.76394194,82.24863584,0.246615626,0,70.76142335,0
42.97012302,14.79432941,13.90432547,,15.68561807,,895.1098785,0.346357393,2.514792899,57.85866537,0.004831345,0.003249655,73.77377045,15.38857193
23.39142969,0.681559712,8.64403519,17.20975207,15.17419399,,1001.069543,4.295087377,0.420985929,-28.4986641202587,0.010870109,0,67.18160908,0
12.41645306,5.988778351,-3.71525767686634,22.34485867,-10.6862078330749,,718.623872,0.630601124,2.988022214,-84.9309104885505,3.604077972,3.32629976,48.14620978,18.37367386
2.152173427,138.3076136,191.4089772,,49.78951984,,1027.58112,1.563650127,0.083333333,267.5337848,0,0,73.03822021,0
42.90569244,9.657651696,12.30464513,22.21428004,20.77056178,,858.0291029,3.594273219,0.534226232,-47.1053200158261,0.358658317,0,68.31417592,3.690672739
2.255256392,1.626604501,3.978556899,30.20783329,-13.9706650425914,,1258.379455,1.75469104,,104.4507294,1.205057973,0,66.58489175,5.809871954
77.154513,21.44693855,33.16368321,,53.64615787,,928.566675,9.826503981,,25.56841109,4.695925836,0,48.47657152,1.419734895
4.862215009,-7.1668502833208,-4.02787884494167,,-11.6305815119812,,1542.302159,2.127412143,0.470932243,-56.6636790493688,0.137725843,0.128981345,44.57519436,21.11832008
3.415158574,-54.0409737160594,,,,,921.883204,0.755646683,,60.54319885,0.051407643,0.007602539,63.12108397,20.97083731
,2.068952017,,-4.62588943035,,,1295.41,0.654309189,,-108.8641737369,2.31165,0,73.471475,0.047207143
2.517040548,2.778297575,2.421308165,18.8418768,11.29505205,,1284.240365,3.473083837,0.108506971,11.54789549,0.351659846,0,55.02469982,3.289458648
3.231934777,6.137313321,8.834362351,32.21083853,7.610075348,17.77248368,1448.907164,1.522416297,1.056245049,-25.4396072204443,2.046565362,1.915866293,69.92105008,0.291986095
4.143554471,17.5113675,21.39635094,7.670824285,31.06792411,,1723.455212,2.700533249,,-65.3745921110207,0,0,74.99998689,0.042474564
,1.97196065,,-18.6104975182207,,,903.396,14.27299339,,-13808.0135013091,0,0,24.77794872,0
31.10287789,24.35767809,36.32538225,11.62064289,92.46373977,,1071.601536,3.501998901,0.419335163,-70.3850440555431,0,0,67.26476897,0.317409705
12.42785963,15.86023929,26.50897979,,32.24967211,,858.0714424,4.96409556,0.230335138,-1.16774372356281,0,0,74.57463443,0.321723169
5.050638777,308.2023143,,,,,983.4683115,11.652842,,97.22119759,0,0,64.62095823,11.98355513
19.48092776,7.626692195,17.60727475,54.58785629,15.34991864,-13.4979707557686,951.48905,1.375886157,,-58.3252776154537,9.775785803,9.694493992,54.38373084,0.16586456
,-18.6663498686338,-62.6935894652742,-38.7686931194383,,,1111.311901,2.445300226,,98.14343309,1.834820685,1.56294519,74.9873763,0.448266824
9.190658345,20.06773268,29.15419476,,44.30527362,20.54468133,1037.847131,9.200444324,,102.6957357,0,0,74.72910399,0
27.96433534,5.405616011,13.67149987,36.25205664,18.7966812,,715.8384327,4.661217764,0.163734455,-38.7366238618887,8.798896992,8.798896992,74.82136288,0.017535354
2.012351291,2.903366107,6.531368911,-1.29225881641404,-18.9863955636875,36.65665954,1221.776289,1.926431868,0.73769628,104.0404113,0.359894785,0.355936606,74.9999893,0.475323854
20.40929204,6.310896752,16.89021248,-19.1287079915155,12.00755597,20.92595032,1039.12375,2.003305329,0.709345629,-54.8853060226421,6.7304256,6.7304256,72.6209824,0.1000288
33.64875095,16.75546902,17.43461121,42.27935893,26.0941327,,947.989301,2.086910403,0.27455347,-68.1676725733807,3.239787548,0,52.17928801,0.617778565
1.988071571,-21.8810061442045,11.91927864,,-5.1298016062206,,895.3001297,2.940216915,,1231.351862,0,0,7.099157314,17.71645372
53.5729298,10.73229431,,,,,796.7989,2.867732047,1.463414634,-53.2473796842394,0.024816527,0.024125708,45.04398411,0.186915393
1.520020846,5.34199408,2.989255957,27.86024185,-2.02624064921225,,1062.66364,2.485025969,,8.986325316,9.512863349,0.002834287,54.34354298,0.031983588
,120.3136678,62.98197193,,,,858.5057628,28.00308315,,-883.191708135011,0,0,56.59137468,9.88574088
,1.923502186,-34.8705297793392,28.35677448,,,868.849957,3.661235821,,-239.572420193998,6.66388351,6.659603616,56.90135513,0.323918865
4.82848446,-6.11144095321635,,,,,1348.368322,1.427622966,1.367440416,-46.9646955676852,0.191318156,0.00843774,60.33710796,3.492275038
10.9353538,25.5101,66.84326318,21.35681159,133.4959765,,921.98775,15.13085415,0.699300699,102.8810306,0,0,73.68121545,0
14.90147783,-57.0099475800362,,,,,852.4633426,2.619415705,,1080.422217,0,0,60.90685606,0.02240343
0.116993717,1.097859878,6.295980709,,-55.530470767677,9.939887189,991.3412347,0.922085264,,826.4338753,16.65309722,7.761994112,38.64335029,7.74133615
74.38398357,8.85439318,19.45151972,46.93098005,32.29958073,,787.423388,3.393215217,0.211573046,-66.5732616446125,0.013274924,0,58.44528519,1.635736095
,-4.60857752441562,-25.9170652043477,-5.30692885518804,,,1649.303255,0.865762926,,98.60494592,4.493658656,2.286275156,46.40200048,0.238180802
64.6539028,2.864668808,9.692358938,14.93575797,2.566870504,,673.0643155,3.20980807,2.685989516,-37.4948106284144,0.635647249,0,73.38674865,0.039315342
9.957904993,112.2147423,42.00577362,47.15931048,17.48290451,,927.1215939,0.491612361,9.939837824,-82.2675370577222,0.142278764,0.002703035,59.67444914,4.271358787
,-13.9813442076892,-19.9152148223926,-14.3469692565529,,,1029.3404,1.193625388,,-162.879804419784,1.226210497,0.006930327,47.24895352,0.103783959
,-2.4907372424848,,6.313837475,,,2770.289826,-3.63426925270689,,-103.826393901821,1.067578012,0.009531947,45.5307629,0.504607524
69.5866644,15.00906867,34.087183,-6.60141984111676,52.32420436,,871.09549,6.34226156,0.041599501,101.7018561,4.670015985,4.670015985,73.16367892,0.021934232
57.18102159,,,,,,818.26398,2.497030936,0.817438852,101.3007315,13.15131336,4.674901201,43.04372467,2.135014649
9.105759661,6.837930099,25.91501038,,141.7193574,,1011.420246,1.425241984,1.161710037,-83.3604267491031,4.254116891,4.248321914,70.6934826,5.192554991
80.64650533,69.75285784,,,,,649.844096,0.523636763,1.041907568,-85.1443177811341,2.096474396,0.003426148,74.99838543,0.721209919
46.23253683,20.11335985,24.15160857,27.2722917,15.70296147,,769.6250238,2.156829197,0.615384615,-43.2811498782177,0.039621736,0.013108205,62.09435566,0.003472218
6.195096246,16.16575716,22.30502627,,23.71596886,,235.0652243,1.076072507,2.715546504,125.7470534,0,0,62.35447912,0.00119327
40.61412233,0.117988226,-2.90026393457413,11.90556812,-0.247214295918974,,695.2733369,4.556711398,1.918354819,4.573453472,0.003131626,0,74.98435361,0
19.84511956,15.94229373,57.89575794,-25.5006023119523,,,892.955485,5.340348696,,46.34344596,0,0,24.90081471,1.083071591
,-9.9168384445657,-45.8586934408256,-38.2208217669595,,,660.0470719,1.357753041,,-83.8291400616437,5.473605679,5.473605679,74.05273187,0.138441105
7.578008915,30.4543077,31.78072776,,0.540477787,,1045.31659,6.895652018,,216.4351549,0,0,54.45315216,0
,-50.7808031281444,,-52.8703740610469,,,45867.27622,-0.0153561929232261,,99.23641851,4.652880464,0.007476172,5.175008558,0.168297754
,-7.18901397361789,,-26.8601402444,,,842.215488,2.735193787,,-271.815425220207,0,0,19.65206287,0
,-7.84337325091101,-38.6264691755466,-3.29211657252126,,,3686.574863,1.169663543,,99.92734615,13.93136541,9.06951E-05,20.39462555,20.06406011
19.84620419,10.78985116,26.81074792,15.51007329,82.37136209,,833.869781,6.162538799,0.149175804,83.62432775,0,0,43.59719562,0.345267914
,,,,,,818.7982069,,0,,,,,
15.56252645,-1.62563444863791,6.06237614,8.119291485,8.854211976,,1029.269049,1.985723452,0.31152648,-64.5306510363012,0,0,67.29354275,0.64688112
19.41456773,7.552174686,7.423608756,8.478798988,1.09736547,,869.072055,2.403835197,0.378429518,17.28126166,1.248614989,0,67.02773446,1.441588185
